actor_id : 1484, model : TF-IDF
, format : <tag_id, tag_name, weight>

                   tag_id                 tag_name                   weight
                      998                 survival      0.41677855711711914
                      673        mountain climbing      0.27442745892898673
                      852               ridiculous      0.10898882810014357
                      883                   scenic      0.09917557445844806
                      312               disturbing      0.09068321755185776
                     1059                   unique      0.00994636384344459
                     1047               true story    5.701721125108135e-18

actor_id : 1484, model : TF
, format : <tag_id, tag_name, weight>

                   tag_id                 tag_name                   weight
                      998                 survival      0.41677855711711914
                      673        mountain climbing      0.27442745892898673
                      852               ridiculous      0.10898882810014357
                      883                   scenic      0.09917557445844806
                      312               disturbing      0.09068321755185776
                     1059                   unique      0.00994636384344459
                     1047               true story    5.701721125108135e-18

genre_id : Western, model : TF
, format : <tag_id, tag_name, weight>

                   tag_id                 tag_name                   weight
                      178                   canada       0.2932757726712511
                     1007          talking animals       0.2159043379324899
                      277            culture clash      0.14502867356540064
                      523                   horses        0.143562987203365
                      327               dreamworks      0.10044061924617971
                      310  disney animated feature      0.09566904433935668
                      309                   disney     0.006054988320263475
                      509                  history    6.357672169344966e-05
                      649              middle east   1.4235223005488745e-17

genre_id : Western, model : TF-IDF
, format : <tag_id, tag_name, weight>

                   tag_id                 tag_name                   weight
                      178                   canada       0.2932757726712511
                     1007          talking animals       0.2159043379324899
                      277            culture clash      0.14502867356540064
                      523                   horses        0.143562987203365
                      327               dreamworks      0.10044061924617971
                      310  disney animated feature      0.09566904433935668
                      309                   disney     0.006054988320263475
                      509                  history    6.357672169344966e-05
                      649              middle east   1.4235223005488745e-17

user_id : 146, model : TF
, format : <tag_id, tag_name, weight>

                   tag_id                 tag_name                   weight
                      305        directorial debut      0.13596907952152928
                      107          based on a book      0.08227325676595466
                      507                  hip hop       0.0534378197443812
                      901                   sequel      0.04961258743886336
                     1047               true story      0.03876007678123345
                      141             black comedy     0.036715483693957704
                      132               big budget      0.03131088574702739
                      537               immigrants      0.02918434941694308
                      728    nudity (full frontal)     0.027090494345926024
                      770                   parody      0.02438428290627575
                      227                  college      0.02180636045559579
                      134                biography     0.020358889587471694
                      645           mental illness      0.02030507851226238
                      556      interracial romance     0.015536677206009418
                     1039                   trains     0.015508931532578176
                       66               antarctica     0.015472910940792848
                      109          based on a play      0.01509378735162514
                      566               irreverent      0.01501752926141026
                     1007          talking animals      0.01462220084954583
                      354            ensemble cast     0.014621964698002981
                      572                    italy     0.014517974280596516
                      883                   scenic     0.013883508952508873
                      140          black and white      0.01347618605745309
                      178                   canada     0.013297880294469759
                      855                road trip     0.013011358873773964
                      959                   sports     0.012535852030618553
                      705            new york city     0.012438226396373032
                      623                    magic     0.011758364539149673
                      877                   satire     0.011604013109141696
                      847                 religion     0.011527539029179445
                     1050             twist ending     0.011519987133747047
                      849                   remake     0.010755190986291586
                      995                  surreal     0.010156811711749628
                      484                  hackers      0.00784396498956747
                      801              pornography     0.007837987523207591
                      248                  con men     0.007837377958819525
                      688                  mutants     0.007827801222845253
                      568                   island     0.007774178432215757
                      161                   brazil     0.007770519801403983
                      914                    shark     0.007768429464591888
                      888                  science     0.007307650836697038
                      197             cheerleading     0.007304219856090158
                      911                     sexy     0.007112592576295499
                      111       based on a tv show     0.007003352657011244
                      562                  ireland      0.00699559009724789
                      406                franchise      0.00699353381985657
                      983                submarine     0.006944361598754724
                      813                   prison     0.006941761405892243
                      842               reality tv     0.006783453034404812
                      942                    space     0.006658290476142721
                      861                   robots     0.006552467221120896
                      582               journalism    0.0064703347111757055
                     1075    video game adaptation    0.0063019699984799065
                      989                superhero    0.0059536774520201705
                      331                    drugs     0.005835925808866037
                      503              high school     0.005782932329422481
                      210                christmas    0.0006635148619545549
                      159                   boxing   0.00016857075783554166
                      903            serial killer     9.55641170776504e-10

user_id : 146, model : TF-IDF
, format : <tag_id, tag_name, weight>

                   tag_id                 tag_name                   weight
                      305        directorial debut      0.13596907952152928
                      107          based on a book      0.08227325676595466
                      507                  hip hop       0.0534378197443812
                      901                   sequel      0.04961258743886336
                     1047               true story      0.03876007678123345
                      141             black comedy     0.036715483693957704
                      132               big budget      0.03131088574702739
                      537               immigrants      0.02918434941694308
                      728    nudity (full frontal)     0.027090494345926024
                      770                   parody      0.02438428290627575
                      227                  college      0.02180636045559579
